timestamp,azure_region,service_type,demand_units,capacity_allocator,cost_usd,service_availability_pct,customer_demand_urgency,sla_priority_level
2023-11-03 12:00:00,Europe-North,Compute,607,Manual,3464.55,97.29,High,Standard
2023-11-03 13:00:00,India-West,Storage,664,Auto,1124.13,96.28,Medium,Standard
2023-11-03 14:00:00,India-West,Storage,915,Hybrid,4209.85,98.69,Medium,Mission-Critical
2023-11-03 15:00:00,India-West,Storage,681,Hybrid,4309.86,99.07,Low,Mission-Critical
2023-11-03 16:00:00,US-West,Storage,275,Auto,4423.95,98.49,Low,Standard
2023-11-03 17:00:00,India-West,Storage,743,Auto,1447.52,99.85,Medium,Premium
2023-11-03 18:00:00,India-West,Compute,507,Hybrid,755.28,97.28,High,Premium
2023-11-03 19:00:00,US-West,Storage,589,Manual,609.39,99.9,High,Premium
2023-11-03 20:00:00,US-West,Storage,950,Hybrid,2060.43,95.62,Low,Standard
2023-11-03 21:00:00,Europe-North,Storage,558,Manual,2203.69,99.23,Low,Mission-Critical
2023-11-03 22:00:00,India-South,Compute,512,Auto,4354.23,95.19,Medium,Premium
2023-11-03 23:00:00,US-East,Compute,437,Auto,1412.0,97.66,High,Premium
2023-11-04 00:00:00,US-East,Compute,971,Auto,3171.77,97.42,High,Mission-Critical
2023-11-04 01:00:00,India-West,Compute,430,Hybrid,3962.24,99.28,Low,Standard
2023-11-04 02:00:00,Europe-North,Compute,312,Auto,1418.85,98.5,High,Premium
2023-11-04 03:00:00,India-West,Compute,822,Hybrid,1408.98,97.21,High,Premium
2023-11-04 04:00:00,US-East,Storage,444,Manual,3378.86,99.48,Low,Mission-Critical
2023-11-04 05:00:00,US-West,Storage,675,Manual,3658.07,99.43,High,Mission-Critical
2023-11-04 06:00:00,India-South,Storage,646,Manual,4802.84,95.12,Low,Standard
2023-11-04 07:00:00,Europe-North,Compute,623,Auto,4264.71,99.36,High,Mission-Critical
2023-11-04 08:00:00,US-West,Compute,445,Manual,4128.05,97.63,Low,Standard
2023-11-04 09:00:00,India-South,Compute,922,Auto,3492.34,99.19,Medium,Standard
2023-11-04 10:00:00,Europe-North,Compute,347,Hybrid,680.58,95.91,High,Mission-Critical
2023-11-04 11:00:00,Europe-North,Storage,723,Auto,4065.28,95.76,High,Premium
2023-11-04 12:00:00,US-East,Compute,424,Manual,4683.08,98.61,Medium,Premium
2023-11-04 13:00:00,US-West,Compute,566,Auto,2014.52,96.38,High,Premium
2023-11-04 14:00:00,Europe-North,Compute,190,Auto,1636.94,97.79,Low,Mission-Critical
2023-11-04 15:00:00,Europe-North,Compute,393,Hybrid,2660.16,98.44,High,Standard
2023-11-04 16:00:00,India-South,Compute,640,Auto,4786.63,98.05,Medium,Standard
2023-11-04 17:00:00,US-East,Storage,623,Manual,349.08,98.49,Low,Mission-Critical
2023-11-04 18:00:00,India-West,Compute,758,Auto,3573.52,98.1,Low,Mission-Critical
2023-11-04 19:00:00,US-East,Compute,748,Auto,4091.87,96.9,High,Mission-Critical
2023-11-04 20:00:00,India-West,Storage,949,Manual,3964.87,95.45,Medium,Mission-Critical
2023-11-04 21:00:00,US-West,Compute,768,Auto,2877.19,99.28,High,Premium
2023-11-04 22:00:00,US-West,Compute,358,Hybrid,4610.76,99.23,High,Premium
2023-11-04 23:00:00,Europe-North,Storage,186,Manual,759.17,95.03,High,Premium
2023-11-05 00:00:00,US-West,Storage,257,Manual,1301.24,99.2,Medium,Premium
2023-11-05 01:00:00,Europe-North,Storage,593,Auto,1604.09,95.75,Low,Standard
2023-11-05 02:00:00,US-East,Storage,285,Hybrid,142.52,96.66,Medium,Premium
2023-11-05 03:00:00,US-West,Storage,443,Hybrid,1916.28,97.07,Medium,Mission-Critical
2023-11-05 04:00:00,US-East,Storage,920,Manual,887.23,98.4,Low,Mission-Critical
2023-11-05 05:00:00,US-East,Storage,968,Manual,3650.67,95.46,High,Mission-Critical
2023-11-05 06:00:00,US-West,Storage,840,Auto,2133.27,99.13,High,Premium
2023-11-05 07:00:00,US-East,Storage,615,Manual,3551.85,99.71,Medium,Premium
2023-11-05 08:00:00,US-West,Storage,668,Hybrid,1538.9,99.76,Medium,Mission-Critical
2023-11-05 09:00:00,US-West,Compute,608,Auto,746.4,95.46,Low,Mission-Critical
2023-11-05 10:00:00,US-West,Storage,639,Auto,746.75,99.6,Medium,Premium
2023-11-05 11:00:00,India-West,Storage,115,Hybrid,1095.99,97.84,High,Standard
2023-11-05 12:00:00,US-East,Storage,624,Hybrid,664.56,98.63,Low,Mission-Critical
2023-11-05 13:00:00,India-South,Storage,299,Manual,1180.68,99.65,High,Premium
2023-11-05 14:00:00,US-West,Storage,283,Hybrid,2937.27,98.3,High,Mission-Critical
2023-11-05 15:00:00,US-East,Compute,408,Auto,1356.05,97.28,Low,Premium
2023-11-05 16:00:00,Europe-North,Compute,915,Auto,1780.44,97.63,Low,Premium
2023-11-05 17:00:00,US-West,Compute,607,Hybrid,358.4,98.42,High,Standard
2023-11-05 18:00:00,US-West,Storage,380,Manual,4471.82,99.72,Low,Standard
2023-11-05 19:00:00,India-South,Storage,933,Auto,776.99,99.45,Low,Standard
2023-11-05 20:00:00,India-West,Compute,257,Manual,1808.46,97.89,Medium,Standard
2023-11-05 21:00:00,India-West,Storage,459,Hybrid,1959.45,96.06,Medium,Mission-Critical
2023-11-05 22:00:00,US-West,Storage,358,Manual,3883.42,96.73,High,Standard
2023-11-05 23:00:00,US-East,Compute,256,Auto,2469.36,96.81,High,Standard
2023-11-06 00:00:00,Europe-North,Storage,524,Hybrid,1976.49,96.45,Low,Mission-Critical
2023-11-06 01:00:00,Europe-North,Storage,705,Auto,3509.79,98.73,Low,Standard
2023-11-06 02:00:00,US-East,Storage,878,Auto,3025.37,99.18,Medium,Standard
2023-11-06 03:00:00,US-West,Storage,120,Hybrid,482.86,96.6,Low,Mission-Critical
2023-11-06 04:00:00,Europe-North,Storage,738,Manual,1632.23,99.23,High,Premium
2023-11-06 05:00:00,India-West,Storage,446,Hybrid,4895.18,98.67,Medium,Mission-Critical
2023-11-06 06:00:00,US-East,Storage,962,Auto,2468.34,97.21,High,Premium
2023-11-06 07:00:00,India-South,Compute,449,Auto,2178.55,98.49,High,Premium
2023-11-06 08:00:00,US-West,Compute,484,Auto,834.61,98.85,High,Mission-Critical
2023-11-06 09:00:00,US-East,Storage,537,Hybrid,4211.44,97.81,High,Mission-Critical
2023-11-06 10:00:00,Europe-North,Storage,555,Hybrid,753.21,97.22,High,Standard
2023-11-06 11:00:00,US-West,Compute,723,Hybrid,614.91,95.51,Medium,Standard
2023-11-06 12:00:00,India-West,Compute,845,Hybrid,2251.1,95.01,High,Mission-Critical
2023-11-06 13:00:00,US-West,Compute,645,Manual,2239.57,99.69,High,Standard
2023-11-06 14:00:00,US-West,Compute,179,Auto,4909.2,96.34,High,Standard
2023-11-06 15:00:00,India-West,Compute,551,Manual,724.91,98.31,High,Mission-Critical
2023-11-06 16:00:00,India-West,Compute,694,Auto,2470.75,99.72,Low,Premium
2023-11-06 17:00:00,US-West,Compute,640,Auto,1086.1,99.09,Medium,Premium
2023-11-06 18:00:00,India-West,Storage,588,Manual,3538.64,95.61,Medium,Premium
2023-11-06 19:00:00,US-East,Compute,742,Hybrid,2019.27,99.01,Low,Mission-Critical
2023-11-06 20:00:00,India-West,Compute,622,Auto,3277.49,98.63,High,Premium
2023-11-06 21:00:00,India-West,Compute,491,Hybrid,1758.21,96.65,Medium,Premium
2023-11-06 22:00:00,US-West,Storage,673,Manual,2866.28,98.45,High,Mission-Critical
2023-11-06 23:00:00,US-East,Storage,458,Auto,2398.77,99.13,Low,Premium
2023-11-07 00:00:00,India-South,Storage,132,Hybrid,1934.39,96.46,Medium,Premium
2023-11-07 01:00:00,India-South,Compute,235,Manual,2733.87,99.35,Medium,Standard
2023-11-07 02:00:00,Europe-North,Compute,699,Auto,1980.61,95.39,High,Premium
2023-11-07 03:00:00,India-West,Compute,509,Manual,4049.49,97.64,Low,Standard
2023-11-07 04:00:00,India-West,Storage,628,Hybrid,2526.66,96.17,Medium,Premium
2023-11-07 05:00:00,US-East,Storage,190,Auto,4525.32,98.64,High,Premium
2023-11-07 06:00:00,India-South,Storage,512,Auto,1191.74,95.87,High,Standard
2023-11-07 07:00:00,Europe-North,Storage,398,Auto,649.41,96.71,High,Premium
2023-11-07 08:00:00,US-East,Storage,586,Manual,1966.74,95.64,High,Standard
2023-11-07 09:00:00,India-West,Storage,864,Manual,999.93,99.06,Low,Standard
2023-11-07 10:00:00,India-South,Compute,172,Manual,2026.29,95.66,Medium,Mission-Critical
2023-11-07 11:00:00,Europe-North,Storage,817,Manual,1116.31,98.62,High,Premium
2023-11-07 12:00:00,US-West,Storage,360,Hybrid,4354.26,98.54,Low,Mission-Critical
2023-11-07 13:00:00,India-South,Storage,789,Manual,2882.73,95.71,Medium,Standard
2023-11-07 14:00:00,Europe-North,Storage,411,Manual,2538.19,97.83,Medium,Premium
2023-11-07 15:00:00,US-East,Compute,924,Manual,3959.95,97.48,High,Premium
2023-11-07 16:00:00,US-West,Compute,831,Hybrid,738.8,97.97,Medium,Standard
2023-11-07 17:00:00,Europe-North,Storage,784,Hybrid,4299.37,99.69,High,Standard
2023-11-07 18:00:00,Europe-North,Compute,264,Auto,2468.19,95.4,Low,Premium
2023-11-07 19:00:00,India-West,Compute,939,Manual,768.52,99.1,Medium,Premium
2023-11-07 20:00:00,India-South,Compute,434,Auto,4115.12,99.31,High,Mission-Critical
2023-11-07 21:00:00,India-West,Compute,601,Auto,2357.8,95.63,Low,Premium
2023-11-07 22:00:00,US-West,Compute,831,Hybrid,3062.54,98.28,High,Standard
2023-11-07 23:00:00,Europe-North,Compute,903,Hybrid,4478.68,98.51,Medium,Mission-Critical
2023-11-08 00:00:00,India-West,Compute,260,Auto,4464.39,97.74,Low,Mission-Critical
2023-11-08 01:00:00,India-South,Storage,489,Auto,4474.81,97.51,Medium,Standard
2023-11-08 02:00:00,US-West,Compute,859,Manual,2142.9,96.59,Medium,Premium
2023-11-08 03:00:00,US-East,Storage,982,Hybrid,3773.07,98.45,High,Premium
2023-11-08 04:00:00,India-West,Compute,170,Hybrid,1243.03,96.43,High,Mission-Critical
2023-11-08 05:00:00,US-West,Compute,191,Auto,4172.77,97.3,Low,Standard
2023-11-08 06:00:00,US-East,Compute,460,Hybrid,1774.44,99.29,High,Mission-Critical
2023-11-08 07:00:00,India-West,Storage,420,Auto,2373.17,95.45,Low,Mission-Critical
2023-11-08 08:00:00,US-West,Compute,344,Auto,4467.82,97.64,Medium,Premium
2023-11-08 09:00:00,US-West,Storage,123,Hybrid,4048.13,97.43,Medium,Premium
2023-11-08 10:00:00,India-West,Compute,656,Manual,4767.3,96.89,Medium,Standard
2023-11-08 11:00:00,US-West,Compute,800,Hybrid,1881.02,97.99,Medium,Mission-Critical
2023-11-08 12:00:00,Europe-North,Storage,502,Auto,840.32,95.08,Low,Standard
2023-11-08 13:00:00,India-West,Compute,472,Auto,4561.01,97.46,Low,Standard
2023-11-08 14:00:00,US-West,Compute,385,Manual,2516.46,97.43,Medium,Premium
2023-11-08 15:00:00,US-East,Compute,932,Auto,4458.06,97.58,High,Mission-Critical
2023-11-08 16:00:00,US-East,Storage,540,Manual,3687.16,96.06,Medium,Mission-Critical
2023-11-08 17:00:00,Europe-North,Compute,952,Hybrid,4386.53,96.04,Low,Standard
2023-11-08 18:00:00,India-West,Compute,694,Manual,3308.14,98.24,High,Standard
2023-11-08 19:00:00,US-West,Compute,833,Auto,4080.62,95.46,Medium,Standard
2023-11-08 20:00:00,US-West,Storage,981,Auto,689.65,96.53,Medium,Mission-Critical
2023-11-08 21:00:00,US-East,Compute,451,Manual,4844.64,99.15,Low,Premium
2023-11-08 22:00:00,Europe-North,Storage,954,Hybrid,986.8,95.52,Low,Standard
2023-11-08 23:00:00,US-East,Compute,318,Manual,220.06,97.34,Low,Standard
2023-11-09 00:00:00,US-East,Compute,584,Auto,2700.96,98.34,Low,Mission-Critical
2023-11-09 01:00:00,Europe-North,Storage,542,Hybrid,3588.37,95.71,High,Premium
2023-11-09 02:00:00,India-West,Storage,317,Manual,3610.45,96.56,High,Premium
2023-11-09 03:00:00,US-West,Storage,801,Manual,1762.24,97.79,Low,Premium
2023-11-09 04:00:00,India-West,Storage,166,Manual,3793.78,96.64,High,Standard
2023-11-09 05:00:00,India-South,Storage,130,Auto,4228.54,95.55,Medium,Mission-Critical
2023-11-09 06:00:00,India-South,Compute,421,Auto,3089.06,96.16,High,Mission-Critical
2023-11-09 07:00:00,India-South,Compute,349,Auto,1991.36,95.55,Medium,Premium
2023-11-09 08:00:00,Europe-North,Storage,665,Hybrid,3106.52,99.92,Low,Mission-Critical
2023-11-09 09:00:00,US-East,Compute,109,Hybrid,4324.93,96.18,Medium,Premium
2023-11-09 10:00:00,India-West,Compute,777,Hybrid,4512.31,97.65,Low,Standard
2023-11-09 11:00:00,US-West,Storage,950,Auto,254.43,97.14,Low,Mission-Critical
2023-11-09 12:00:00,India-South,Storage,384,Hybrid,699.75,97.85,Low,Premium
2023-11-09 13:00:00,India-West,Storage,252,Hybrid,122.12,97.49,High,Mission-Critical
2023-11-09 14:00:00,India-South,Compute,643,Manual,2512.97,98.64,Medium,Standard
2023-11-09 15:00:00,India-South,Storage,628,Auto,2238.32,99.37,High,Standard
2023-11-09 16:00:00,US-West,Compute,470,Manual,2774.43,96.43,Low,Mission-Critical
2023-11-09 17:00:00,Europe-North,Storage,400,Auto,3449.87,95.92,High,Mission-Critical
2023-11-09 18:00:00,US-East,Storage,916,Auto,1892.34,99.92,Low,Standard
2023-11-09 19:00:00,Europe-North,Storage,954,Hybrid,1122.03,99.33,Medium,Standard
2023-11-09 20:00:00,India-West,Storage,245,Manual,2034.62,96.82,Low,Mission-Critical
2023-11-09 21:00:00,Europe-North,Compute,686,Manual,144.15,99.47,Low,Premium
2023-11-09 22:00:00,India-West,Compute,990,Hybrid,4164.29,98.35,High,Premium
2023-11-09 23:00:00,India-West,Compute,735,Manual,1980.26,97.19,Low,Premium
2023-11-10 00:00:00,US-East,Storage,151,Manual,3151.66,99.37,Medium,Standard
2023-11-10 01:00:00,US-West,Compute,503,Auto,1691.16,98.38,Medium,Standard
2023-11-10 02:00:00,US-East,Compute,801,Manual,3112.58,99.13,Low,Standard
2023-11-10 03:00:00,Europe-North,Compute,240,Manual,2748.13,97.09,Medium,Premium
2023-11-10 04:00:00,India-West,Storage,187,Auto,1121.94,98.99,Low,Premium
2023-11-10 05:00:00,India-South,Compute,526,Hybrid,3164.09,96.83,Low,Premium
2023-11-10 06:00:00,India-South,Storage,183,Auto,637.15,98.68,Medium,Standard
2023-11-10 07:00:00,India-West,Storage,342,Hybrid,2457.32,97.18,High,Standard
2023-11-10 08:00:00,US-East,Compute,205,Hybrid,3627.4,97.03,Low,Premium
2023-11-10 09:00:00,US-West,Compute,703,Auto,2790.41,98.98,High,Mission-Critical
2023-11-10 10:00:00,US-East,Storage,454,Auto,3756.73,95.63,High,Standard
2023-11-10 11:00:00,India-West,Storage,120,Hybrid,1438.5,99.64,Low,Standard
2023-11-10 12:00:00,India-West,Storage,105,Auto,339.21,97.54,Medium,Mission-Critical
2023-11-10 13:00:00,US-West,Compute,320,Auto,374.25,98.18,Low,Standard
2023-11-10 14:00:00,Europe-North,Storage,920,Manual,1416.75,97.03,Medium,Standard
2023-11-10 15:00:00,Europe-North,Storage,186,Auto,2097.57,98.23,Low,Mission-Critical
2023-11-10 16:00:00,US-West,Storage,791,Auto,2733.78,98.55,High,Mission-Critical
2023-11-10 17:00:00,Europe-North,Compute,552,Manual,3812.54,99.34,Low,Standard
2023-11-10 18:00:00,India-South,Storage,441,Hybrid,4214.09,99.27,Medium,Standard
2023-11-10 19:00:00,Europe-North,Storage,492,Hybrid,3499.04,96.79,Medium,Mission-Critical
2023-11-10 20:00:00,Europe-North,Storage,451,Auto,2369.72,98.08,Low,Mission-Critical
2023-11-10 21:00:00,Europe-North,Storage,345,Auto,1395.99,98.9,Medium,Mission-Critical
2023-11-10 22:00:00,India-South,Storage,785,Hybrid,2196.23,98.82,Low,Premium
2023-11-10 23:00:00,Europe-North,Compute,212,Auto,1439.64,99.45,High,Mission-Critical
2023-11-11 00:00:00,India-South,Compute,682,Hybrid,3159.87,99.16,Low,Mission-Critical
2023-11-11 01:00:00,US-West,Storage,257,Hybrid,4109.21,98.59,Low,Premium
2023-11-11 02:00:00,US-East,Storage,910,Manual,2639.12,98.74,Medium,Premium
2023-11-11 03:00:00,US-West,Storage,336,Manual,324.61,99.04,Low,Mission-Critical
2023-11-11 04:00:00,US-East,Storage,798,Auto,4704.77,99.19,High,Standard
2023-11-11 05:00:00,US-West,Storage,342,Auto,1541.99,96.76,High,Premium
2023-11-11 06:00:00,US-East,Storage,265,Hybrid,4581.1,98.91,Low,Mission-Critical
2023-11-11 07:00:00,US-East,Compute,133,Auto,4084.03,99.75,Medium,Standard
2023-11-11 08:00:00,India-West,Storage,354,Manual,2124.31,96.16,High,Standard
2023-11-11 09:00:00,US-East,Storage,401,Hybrid,377.85,95.24,Low,Mission-Critical
2023-11-11 10:00:00,US-East,Compute,319,Hybrid,4743.75,95.36,Low,Mission-Critical
2023-11-11 11:00:00,India-West,Compute,131,Auto,3329.36,96.08,High,Premium
2023-11-11 12:00:00,Europe-North,Compute,868,Hybrid,1323.3,99.6,Medium,Standard
2023-11-11 13:00:00,Europe-North,Compute,608,Hybrid,2714.33,95.63,Low,Standard
2023-11-11 14:00:00,India-West,Storage,581,Hybrid,3213.32,98.74,High,Standard
2023-11-11 15:00:00,India-South,Compute,332,Manual,1210.63,99.34,Low,Mission-Critical
2023-11-11 16:00:00,US-East,Compute,314,Hybrid,558.35,99.39,High,Mission-Critical
2023-11-11 17:00:00,US-East,Compute,341,Manual,1410.58,97.08,Low,Mission-Critical
2023-11-11 18:00:00,India-West,Storage,344,Hybrid,333.25,97.48,Medium,Standard
2023-11-11 19:00:00,India-West,Storage,119,Auto,442.93,96.62,Medium,Premium
2023-11-11 20:00:00,India-South,Storage,309,Auto,867.27,95.74,High,Standard
2023-11-11 21:00:00,Europe-North,Compute,821,Hybrid,876.19,96.06,Low,Mission-Critical
2023-11-11 22:00:00,US-West,Storage,525,Auto,1314.96,95.67,Medium,Standard
2023-11-11 23:00:00,Europe-North,Compute,171,Manual,4693.4,97.04,High,Mission-Critical
2023-11-12 00:00:00,US-East,Compute,773,Hybrid,2921.52,95.85,Medium,Standard
2023-11-12 01:00:00,India-West,Compute,277,Manual,2170.28,97.02,Medium,Standard
2023-11-12 02:00:00,India-South,Compute,622,Hybrid,2862.62,99.26,Low,Mission-Critical
2023-11-12 03:00:00,Europe-North,Storage,974,Manual,127.99,98.27,Low,Premium
2023-11-12 04:00:00,India-South,Storage,398,Auto,4484.26,98.31,Medium,Standard
2023-11-12 05:00:00,Europe-North,Storage,365,Manual,2708.33,99.06,Medium,Standard
2023-11-12 06:00:00,US-East,Storage,619,Manual,2313.09,95.21,Medium,Mission-Critical
2023-11-12 07:00:00,US-West,Compute,594,Auto,4713.85,98.97,Medium,Mission-Critical
2023-11-12 08:00:00,India-South,Compute,374,Auto,3679.0,95.98,High,Mission-Critical
2023-11-12 09:00:00,India-South,Compute,804,Hybrid,1753.36,96.73,High,Standard
2023-11-12 10:00:00,US-West,Compute,922,Hybrid,4687.17,96.54,Medium,Premium
2023-11-12 11:00:00,India-South,Compute,870,Manual,4274.79,95.53,Low,Mission-Critical
2023-11-12 12:00:00,India-South,Storage,152,Hybrid,4777.22,95.87,Low,Mission-Critical
2023-11-12 13:00:00,Europe-North,Storage,911,Manual,571.5,99.78,High,Mission-Critical
2023-11-12 14:00:00,Europe-North,Compute,707,Hybrid,4780.9,98.0,Medium,Standard
2023-11-12 15:00:00,US-West,Compute,915,Auto,2760.13,97.37,Low,Standard
2023-11-12 16:00:00,US-East,Storage,921,Auto,3393.85,98.79,Medium,Premium
2023-11-12 17:00:00,India-South,Storage,499,Auto,1139.97,99.07,High,Premium
2023-11-12 18:00:00,US-East,Compute,513,Auto,787.97,95.55,High,Premium
2023-11-12 19:00:00,US-West,Storage,703,Manual,489.0,98.7,Low,Premium
2023-11-12 20:00:00,US-West,Storage,755,Auto,2169.33,99.66,Medium,Standard
2023-11-12 21:00:00,Europe-North,Compute,588,Auto,1184.61,97.93,High,Standard
2023-11-12 22:00:00,India-South,Compute,601,Auto,499.95,98.07,Low,Premium
2023-11-12 23:00:00,India-West,Storage,406,Auto,4779.82,99.35,Medium,Mission-Critical
2023-11-13 00:00:00,US-West,Storage,516,Hybrid,3693.62,98.4,Medium,Premium
2023-11-13 01:00:00,India-South,Compute,608,Manual,2637.49,99.98,High,Standard
2023-11-13 02:00:00,US-East,Storage,629,Manual,3742.4,96.41,Low,Premium
2023-11-13 03:00:00,Europe-North,Storage,737,Hybrid,3096.15,99.23,Medium,Premium
2023-11-13 04:00:00,US-East,Storage,765,Hybrid,972.36,98.06,Low,Mission-Critical
2023-11-13 05:00:00,US-West,Compute,105,Manual,3203.84,96.83,Medium,Premium
2023-11-13 06:00:00,US-West,Storage,521,Manual,3436.96,99.42,Medium,Standard
2023-11-13 07:00:00,US-East,Storage,550,Hybrid,1263.61,99.98,Medium,Mission-Critical
2023-11-13 08:00:00,US-West,Compute,526,Auto,1668.71,95.29,Low,Standard
2023-11-13 09:00:00,India-South,Compute,489,Manual,1978.17,99.63,High,Mission-Critical
2023-11-13 10:00:00,US-West,Storage,433,Hybrid,3052.48,96.02,Medium,Premium
2023-11-13 11:00:00,Europe-North,Compute,547,Auto,721.36,96.03,High,Mission-Critical
2023-11-13 12:00:00,India-South,Compute,437,Auto,3743.04,95.21,Medium,Premium
2023-11-13 13:00:00,India-West,Storage,947,Hybrid,1795.52,99.61,High,Mission-Critical
2023-11-13 14:00:00,US-West,Compute,187,Manual,3489.69,98.8,Low,Premium
2023-11-13 15:00:00,US-West,Storage,368,Manual,4671.15,95.27,Medium,Mission-Critical
2023-11-13 16:00:00,Europe-North,Storage,164,Auto,4362.39,98.17,Medium,Premium
2023-11-13 17:00:00,Europe-North,Compute,777,Hybrid,3714.15,95.6,High,Standard
2023-11-13 18:00:00,US-East,Storage,163,Auto,1047.3,98.76,High,Mission-Critical
2023-11-13 19:00:00,US-East,Storage,369,Auto,3687.16,97.05,High,Mission-Critical
2023-11-13 20:00:00,US-East,Storage,756,Auto,3215.37,95.26,Low,Standard
2023-11-13 21:00:00,Europe-North,Storage,476,Hybrid,3885.48,99.15,Medium,Standard
2023-11-13 22:00:00,US-East,Storage,944,Manual,4357.19,97.86,Low,Mission-Critical
2023-11-13 23:00:00,US-East,Compute,880,Auto,1626.23,98.86,Low,Standard
2023-11-14 00:00:00,India-West,Compute,428,Manual,3257.09,98.37,High,Standard
2023-11-14 01:00:00,US-East,Storage,617,Manual,1448.18,97.17,High,Standard
2023-11-14 02:00:00,US-West,Storage,732,Hybrid,1796.8,98.49,Medium,Standard
2023-11-14 03:00:00,Europe-North,Compute,961,Manual,2651.16,95.07,Medium,Standard
2023-11-14 04:00:00,India-South,Storage,520,Manual,2227.4,96.7,Medium,Premium
2023-11-14 05:00:00,India-West,Storage,412,Auto,3043.09,98.89,High,Standard
2023-11-14 06:00:00,Europe-North,Storage,408,Hybrid,3817.93,98.82,High,Standard
2023-11-14 07:00:00,Europe-North,Compute,913,Hybrid,3064.6,99.44,Low,Premium
2023-11-14 08:00:00,US-West,Storage,945,Auto,4852.02,98.06,Medium,Standard
2023-11-14 09:00:00,US-East,Compute,743,Auto,3716.79,99.71,Low,Standard
2023-11-14 10:00:00,US-West,Storage,901,Manual,4926.56,97.79,Medium,Mission-Critical
2023-11-14 11:00:00,US-East,Storage,288,Manual,3742.86,97.5,Medium,Mission-Critical
2023-11-14 12:00:00,US-East,Compute,820,Hybrid,2588.8,95.99,Medium,Mission-Critical
2023-11-14 13:00:00,Europe-North,Compute,141,Hybrid,2113.93,98.89,Low,Premium
2023-11-14 14:00:00,US-East,Storage,689,Manual,3704.74,98.46,Low,Mission-Critical
2023-11-14 15:00:00,India-West,Storage,419,Auto,3466.91,97.3,Low,Standard
2023-11-14 16:00:00,India-West,Storage,756,Hybrid,3376.95,95.44,High,Mission-Critical
2023-11-14 17:00:00,India-West,Compute,544,Auto,3636.74,95.63,High,Standard
2023-11-14 18:00:00,Europe-North,Storage,473,Manual,4373.64,95.57,Low,Standard
2023-11-14 19:00:00,US-West,Compute,385,Hybrid,1216.03,96.88,High,Standard
2023-11-14 20:00:00,India-South,Storage,270,Hybrid,2867.98,95.79,High,Premium
2023-11-14 21:00:00,US-East,Storage,704,Manual,3056.18,99.3,Low,Premium
2023-11-14 22:00:00,India-South,Storage,362,Manual,1535.0,99.5,Medium,Standard
2023-11-14 23:00:00,US-West,Storage,634,Auto,4940.95,99.28,High,Standard
2023-11-15 00:00:00,US-West,Storage,903,Auto,3949.14,98.04,Low,Premium
2023-11-15 01:00:00,Europe-North,Storage,241,Manual,1674.2,97.98,Medium,Mission-Critical
2023-11-15 02:00:00,India-West,Storage,247,Manual,1856.33,99.45,High,Mission-Critical
2023-11-15 03:00:00,India-West,Compute,539,Manual,3619.46,97.03,Low,Mission-Critical
2023-11-15 04:00:00,US-West,Storage,727,Hybrid,156.32,95.31,Medium,Mission-Critical
2023-11-15 05:00:00,Europe-North,Storage,692,Manual,2373.8,97.35,High,Standard
2023-11-15 06:00:00,Europe-North,Storage,515,Hybrid,1781.24,97.77,Low,Mission-Critical
2023-11-15 07:00:00,US-East,Storage,124,Manual,4284.61,97.75,Low,Standard
2023-11-15 08:00:00,India-West,Compute,726,Hybrid,3977.35,95.8,High,Standard
2023-11-15 09:00:00,US-West,Compute,193,Auto,1727.27,98.92,Low,Premium
2023-11-15 10:00:00,India-South,Storage,404,Auto,4337.51,98.66,Medium,Mission-Critical
2023-11-15 11:00:00,India-West,Storage,284,Hybrid,4576.64,96.15,Low,Mission-Critical
2023-11-15 12:00:00,US-East,Compute,382,Auto,2807.05,97.76,High,Premium
2023-11-15 13:00:00,Europe-North,Compute,254,Auto,880.26,98.95,Medium,Premium
2023-11-15 14:00:00,US-West,Compute,785,Hybrid,3874.61,95.04,Low,Standard
2023-11-15 15:00:00,India-West,Storage,962,Manual,1664.79,96.38,Low,Mission-Critical
2023-11-15 16:00:00,India-South,Compute,784,Manual,2683.68,97.36,Medium,Standard
2023-11-15 17:00:00,US-East,Compute,765,Hybrid,323.38,99.23,Medium,Mission-Critical
2023-11-15 18:00:00,US-East,Storage,113,Auto,2550.44,98.99,High,Mission-Critical
2023-11-15 19:00:00,India-West,Storage,989,Manual,1963.3,95.75,Low,Standard
2023-11-15 20:00:00,India-South,Storage,915,Manual,3461.72,97.31,Medium,Premium
2023-11-15 21:00:00,US-East,Compute,739,Auto,299.84,96.52,Low,Mission-Critical
2023-11-15 22:00:00,US-West,Compute,440,Hybrid,3162.23,97.01,Low,Mission-Critical
2023-11-15 23:00:00,US-East,Compute,703,Hybrid,3882.58,97.7,Low,Premium
2023-11-16 00:00:00,India-South,Compute,882,Manual,162.61,97.5,High,Premium
2023-11-16 01:00:00,Europe-North,Storage,833,Hybrid,3774.82,95.71,Low,Standard
2023-11-16 02:00:00,Europe-North,Compute,572,Auto,738.0,95.61,High,Standard
2023-11-16 03:00:00,India-West,Storage,918,Hybrid,3520.47,95.65,Low,Premium
2023-11-16 04:00:00,India-South,Compute,921,Hybrid,2330.85,99.21,High,Standard
2023-11-16 05:00:00,US-East,Compute,207,Hybrid,2804.76,95.1,High,Standard
2023-11-16 06:00:00,US-East,Compute,430,Hybrid,1753.0,96.01,Low,Standard
2023-11-16 07:00:00,Europe-North,Storage,639,Auto,1302.79,99.78,High,Mission-Critical
